               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  10,            0.084284,             0.19078,            0.062906,            0.054521,             0.22442,             0.05023,            0.016241,            0.079854,             0.16028,            0.064233,           0.0098218,           0.0098218,           0.0098218
                  11,              0.0886,             0.19647,            0.062676,            0.056759,             0.29089,            0.059518,            0.020034,            0.083094,              0.1573,            0.063785,            0.009802,            0.009802,            0.009802
                  12,             0.08218,             0.18999,            0.062488,            0.055179,             0.32331,            0.059788,             0.02178,            0.069684,             0.16006,            0.063565,           0.0097822,           0.0097822,           0.0097822
                  13,            0.073681,             0.18644,            0.062391,            0.057259,             0.34135,            0.064964,            0.025486,              0.0724,             0.16672,            0.063501,           0.0097624,           0.0097624,           0.0097624
                  14,            0.075744,              0.1927,            0.062324,            0.059579,             0.29514,            0.054044,            0.021531,            0.063108,             0.15803,            0.063327,           0.0097426,           0.0097426,           0.0097426
                  15,            0.070969,             0.19349,            0.062206,            0.054073,             0.28413,            0.048787,            0.015194,            0.082469,             0.15597,            0.063217,           0.0097228,           0.0097228,           0.0097228
                  16,            0.076806,             0.18479,            0.062392,            0.061579,             0.35917,             0.06237,            0.022617,            0.070192,             0.16313,            0.063235,            0.009703,            0.009703,            0.009703
                  17,            0.071392,             0.19467,            0.062075,            0.050507,             0.27124,            0.046183,             0.01704,            0.072551,             0.16215,            0.063107,           0.0096832,           0.0096832,           0.0096832
                  18,             0.07091,             0.19111,             0.06211,            0.066173,             0.31322,            0.062144,            0.025866,            0.073152,             0.15473,            0.063016,           0.0096634,           0.0096634,           0.0096634
                  19,            0.073999,             0.18747,             0.06212,            0.091129,             0.37777,             0.07761,             0.03188,            0.060672,             0.15079,            0.062988,           0.0096436,           0.0096436,           0.0096436
                  20,            0.067625,             0.19114,            0.062156,            0.069455,             0.36635,            0.070533,            0.031411,            0.060573,             0.16107,            0.062979,           0.0096238,           0.0096238,           0.0096238
                  21,            0.069262,             0.18885,            0.062044,            0.075194,             0.45721,            0.081613,            0.028363,            0.064307,             0.14921,            0.062924,            0.009604,            0.009604,            0.009604
                  22,            0.069531,             0.17609,            0.061767,            0.060115,             0.35471,            0.065619,            0.026571,             0.06668,             0.16293,             0.06286,           0.0095842,           0.0095842,           0.0095842
                  23,            0.066011,             0.17954,            0.062039,            0.076277,             0.47318,            0.091648,             0.03694,            0.065218,             0.15061,            0.062823,           0.0095644,           0.0095644,           0.0095644
                  24,            0.068001,             0.17633,            0.061666,            0.067696,             0.39339,            0.075664,             0.03337,            0.064046,             0.14864,            0.062622,           0.0095446,           0.0095446,           0.0095446
                  25,            0.068278,              0.1795,            0.061791,             0.08264,             0.53697,            0.098463,            0.034232,            0.061488,             0.14771,            0.062668,           0.0095248,           0.0095248,           0.0095248
                  26,            0.067793,             0.17561,            0.061579,            0.079582,             0.46769,            0.086745,            0.041417,            0.060687,             0.15097,            0.062595,            0.009505,            0.009505,            0.009505
                  27,            0.066536,             0.17762,            0.061883,            0.082857,             0.53552,            0.098472,            0.034171,            0.058832,             0.15347,            0.062686,           0.0094852,           0.0094852,           0.0094852
                  28,             0.06368,             0.17908,            0.061665,            0.073027,             0.41614,            0.080823,            0.041016,            0.065965,             0.14964,            0.062521,           0.0094654,           0.0094654,           0.0094654
                  29,            0.064909,             0.18753,            0.061643,            0.085903,             0.55191,             0.10766,             0.04631,            0.057086,             0.14894,            0.062576,           0.0094456,           0.0094456,           0.0094456
                  30,            0.064901,             0.17425,            0.061598,            0.075376,             0.45663,            0.090622,            0.041321,            0.062695,             0.15134,            0.062476,           0.0094258,           0.0094258,           0.0094258
                  31,            0.065349,             0.17765,            0.061814,             0.09472,             0.55303,             0.11103,            0.057803,            0.055298,             0.14385,            0.062485,            0.009406,            0.009406,            0.009406
                  32,            0.061388,             0.18142,            0.061452,            0.092516,               0.553,             0.11258,            0.061141,            0.051969,             0.14602,             0.06243,           0.0093862,           0.0093862,           0.0093862
                  33,             0.06155,              0.1675,             0.06163,            0.084862,             0.53157,             0.10966,            0.051693,            0.054771,              0.1438,            0.062421,           0.0093664,           0.0093664,           0.0093664
                  34,            0.063078,             0.17826,            0.061514,            0.078702,             0.45636,             0.09955,            0.046263,            0.060815,              0.1489,            0.062311,           0.0093466,           0.0093466,           0.0093466
                  35,            0.065045,             0.19204,            0.061335,            0.093833,             0.56353,             0.12326,            0.064242,            0.052181,             0.14062,            0.062274,           0.0093268,           0.0093268,           0.0093268
                  36,            0.062116,             0.17427,             0.06145,            0.098036,             0.58731,             0.12823,            0.062031,            0.051523,             0.14353,            0.062292,            0.009307,            0.009307,            0.009307
                  37,            0.060561,             0.16982,            0.061088,            0.090259,             0.52517,             0.11702,            0.052581,            0.055604,             0.14445,            0.062137,           0.0092872,           0.0092872,           0.0092872
                  38,            0.063452,             0.17232,            0.061358,            0.096696,              0.5702,             0.12654,            0.055124,            0.055174,             0.14318,            0.062109,           0.0092674,           0.0092674,           0.0092674
                  39,             0.06296,             0.16247,            0.061659,            0.088891,             0.52156,             0.12044,            0.060032,            0.058773,             0.14314,            0.062018,           0.0092476,           0.0092476,           0.0092476
                  40,            0.062305,             0.16543,            0.061168,            0.096655,             0.58915,             0.13496,            0.061032,            0.055373,              0.1423,            0.061981,           0.0092278,           0.0092278,           0.0092278
                  41,            0.060419,             0.16212,            0.061252,             0.09763,             0.57244,             0.13768,              0.0731,            0.052719,             0.13935,            0.061853,            0.009208,            0.009208,            0.009208
                  42,             0.06164,             0.17702,            0.061026,             0.10146,              0.6102,             0.14744,            0.074553,            0.051512,             0.13918,            0.061816,           0.0091882,           0.0091882,           0.0091882
                  43,            0.059126,             0.17273,            0.060858,            0.093146,             0.52483,             0.13396,            0.066847,            0.058654,             0.14295,            0.061697,           0.0091684,           0.0091684,           0.0091684
                  44,            0.061554,             0.16455,            0.060739,             0.10285,             0.61834,              0.1545,            0.088746,            0.050325,              0.1375,            0.061588,           0.0091486,           0.0091486,           0.0091486
                  45,            0.060317,             0.16606,            0.060666,             0.10096,             0.60669,             0.16101,            0.090461,            0.048739,             0.13812,             0.06145,           0.0091288,           0.0091288,           0.0091288
                  46,             0.05657,             0.16335,            0.060717,            0.093391,             0.53129,             0.14312,            0.074862,            0.051486,             0.14129,            0.061459,            0.009109,            0.009109,            0.009109
                  47,            0.056475,             0.16244,            0.060866,              0.1075,             0.62508,             0.16515,            0.086206,            0.049518,             0.14054,            0.061359,           0.0090892,           0.0090892,           0.0090892
                  48,            0.056071,             0.16848,            0.060653,             0.10502,              0.5793,             0.16923,             0.09336,            0.048458,             0.13847,             0.06123,           0.0090694,           0.0090694,           0.0090694
                  49,            0.056713,             0.16125,            0.060475,             0.10663,             0.61143,             0.18084,              0.0967,            0.049702,             0.14112,            0.061029,           0.0090496,           0.0090496,           0.0090496
                  50,             0.05676,             0.16884,            0.060189,             0.10908,             0.63902,              0.1846,            0.091891,            0.051369,              0.1375,            0.060947,           0.0090298,           0.0090298,           0.0090298
                  51,            0.060112,             0.16811,            0.060238,             0.11022,              0.6271,             0.19324,            0.098981,            0.051619,             0.14429,            0.060846,             0.00901,             0.00901,             0.00901
                  52,            0.059168,             0.16817,            0.060101,             0.10808,             0.62864,             0.20175,             0.11104,             0.04774,             0.13559,            0.060681,           0.0089902,           0.0089902,           0.0089902
                  53,            0.058369,             0.18645,            0.060033,             0.10958,             0.63255,               0.213,             0.11161,             0.05031,             0.14403,            0.060571,           0.0089704,           0.0089704,           0.0089704
                  54,            0.056402,             0.16407,            0.059951,             0.11712,             0.63992,             0.21528,             0.12016,            0.049506,             0.13617,            0.060361,           0.0089506,           0.0089506,           0.0089506
                  55,            0.056702,             0.16656,            0.059647,             0.12395,             0.63449,             0.23017,             0.12087,            0.051691,             0.13994,            0.060173,           0.0089308,           0.0089308,           0.0089308
                  56,            0.058072,             0.15855,             0.05952,             0.11972,             0.64741,              0.2281,             0.10151,            0.052899,                0.14,            0.060091,            0.008911,            0.008911,            0.008911
                  57,            0.060081,              0.1619,            0.059472,             0.18467,             0.48688,             0.24606,             0.13805,            0.050017,             0.13527,            0.059894,           0.0088912,           0.0088912,           0.0088912
                  58,            0.059175,              0.1763,            0.059296,             0.12108,             0.63882,             0.23273,             0.10551,            0.052556,             0.14305,            0.059766,           0.0088714,           0.0088714,           0.0088714
                  59,              0.0579,             0.17126,            0.058616,             0.18923,             0.48726,             0.25515,             0.14597,            0.049537,             0.13398,            0.059523,           0.0088516,           0.0088516,           0.0088516
                  60,             0.05716,             0.16801,            0.058804,             0.19556,             0.45526,             0.25429,               0.131,            0.049315,             0.13863,            0.059335,           0.0088318,           0.0088318,           0.0088318
                  61,            0.059105,             0.15828,            0.059129,             0.21716,             0.49403,             0.27018,             0.14839,            0.050526,             0.13711,            0.059088,            0.008812,            0.008812,            0.008812
                  62,            0.059495,             0.17629,            0.058336,             0.20789,             0.46173,              0.2676,             0.13958,            0.048715,              0.1349,            0.058919,           0.0087922,           0.0087922,           0.0087922
                  63,            0.057483,             0.16131,             0.05861,             0.28977,             0.43167,             0.27818,             0.13916,            0.051314,             0.13893,            0.058708,           0.0087724,           0.0087724,           0.0087724
                  64,            0.056771,             0.15748,            0.058558,             0.20972,             0.44898,             0.27272,             0.12942,             0.05216,              0.1378,            0.058525,           0.0087526,           0.0087526,           0.0087526
                  65,            0.057317,             0.16745,            0.057811,             0.32204,             0.38957,             0.28195,             0.13793,            0.051115,             0.13922,            0.058278,           0.0087328,           0.0087328,           0.0087328
                  66,            0.055769,             0.15463,            0.057631,             0.33995,             0.37287,             0.27952,             0.14814,             0.04994,              0.1357,            0.058122,            0.008713,            0.008713,            0.008713
                  67,            0.056405,             0.16189,            0.057794,             0.39658,             0.35428,             0.29258,             0.16007,            0.049922,             0.13673,            0.057816,           0.0086932,           0.0086932,           0.0086932
                  68,            0.057371,             0.16919,            0.057416,             0.29982,             0.40968,             0.29838,             0.16009,            0.049391,             0.13453,             0.05766,           0.0086734,           0.0086734,           0.0086734
                  69,            0.056966,             0.17021,             0.05723,             0.22935,             0.52796,             0.30054,             0.17145,            0.046525,             0.13356,            0.057394,           0.0086536,           0.0086536,           0.0086536
                  70,            0.054144,             0.16259,            0.057045,              0.2171,             0.52086,             0.30626,             0.16894,            0.047985,             0.13259,            0.057115,           0.0086338,           0.0086338,           0.0086338
                  71,            0.056313,             0.16692,            0.056572,             0.25414,              0.5104,             0.31538,             0.17785,            0.047958,             0.13844,            0.056877,            0.008614,            0.008614,            0.008614
                  72,            0.054507,             0.16476,            0.056627,              0.2974,             0.42359,             0.30678,             0.16641,            0.048103,             0.13425,             0.05663,           0.0085942,           0.0085942,           0.0085942
                  73,            0.055293,             0.15842,            0.056523,             0.29688,             0.45057,             0.32088,             0.17966,            0.047473,             0.13411,            0.056401,           0.0085744,           0.0085744,           0.0085744
                  74,            0.056182,             0.15871,            0.056211,             0.27055,             0.46212,             0.32143,             0.16629,            0.050507,              0.1369,             0.05609,           0.0085546,           0.0085546,           0.0085546
                  75,            0.057082,             0.16438,            0.055999,             0.24344,             0.51638,             0.32948,             0.17518,            0.049964,             0.13329,            0.055815,           0.0085348,           0.0085348,           0.0085348
                  76,            0.057852,             0.16348,            0.055831,             0.27471,              0.4705,              0.3347,             0.18862,            0.047745,             0.13319,            0.055627,            0.008515,            0.008515,            0.008515
                  77,            0.055165,              0.1572,            0.055128,             0.24155,             0.50028,              0.3241,             0.18319,            0.048763,             0.13163,            0.055403,           0.0084952,           0.0084952,           0.0084952
                  78,            0.055319,             0.16388,            0.055329,             0.27261,             0.47234,             0.34561,             0.19837,            0.047806,             0.13514,            0.055133,           0.0084754,           0.0084754,           0.0084754
                  79,            0.051901,             0.14801,            0.055017,             0.26554,             0.51589,             0.34553,             0.21151,            0.046729,             0.12867,            0.054799,           0.0084556,           0.0084556,           0.0084556
                  80,            0.054465,             0.15662,            0.054806,             0.26159,             0.51827,             0.34806,             0.19417,            0.049773,             0.13745,            0.054387,           0.0084358,           0.0084358,           0.0084358
                  81,            0.054946,             0.16004,            0.054311,             0.26179,             0.54472,             0.35774,             0.21517,            0.046412,             0.13043,            0.054099,            0.008416,            0.008416,            0.008416
                  82,            0.055112,             0.16726,            0.053913,             0.27279,             0.53062,              0.3606,             0.21876,            0.047887,             0.13374,             0.05381,           0.0083962,           0.0083962,           0.0083962
                  83,            0.055384,             0.16084,            0.053834,             0.29253,             0.51375,             0.36655,              0.2194,            0.047574,             0.13157,            0.053581,           0.0083764,           0.0083764,           0.0083764
                  84,            0.053232,             0.15787,            0.053243,             0.29015,             0.50561,             0.36489,             0.18679,            0.048928,             0.13387,            0.053265,           0.0083566,           0.0083566,           0.0083566
                  85,            0.055127,             0.15607,            0.053305,             0.22763,             0.51722,             0.29091,             0.11496,            0.055388,             0.14352,            0.052995,           0.0083368,           0.0083368,           0.0083368
                  86,            0.056797,              0.1624,            0.053186,              0.2812,             0.51328,             0.37883,             0.22363,            0.046726,             0.13216,            0.052629,            0.008317,            0.008317,            0.008317
                  87,            0.053403,             0.15345,            0.052964,             0.29216,             0.51195,             0.38211,             0.23494,            0.046346,              0.1315,            0.052295,           0.0082972,           0.0082972,           0.0082972
                  88,            0.053978,             0.16724,            0.052468,             0.28507,             0.52686,             0.38516,             0.21464,             0.04873,             0.13288,            0.052025,           0.0082774,           0.0082774,           0.0082774
                  89,            0.057085,             0.17004,            0.052507,             0.30841,             0.52501,             0.39247,             0.21539,            0.048111,             0.13322,            0.051613,           0.0082576,           0.0082576,           0.0082576
                  90,            0.055662,              0.1541,            0.051889,             0.30996,             0.52472,             0.40091,             0.23073,            0.048815,             0.13473,            0.051384,           0.0082378,           0.0082378,           0.0082378
                  91,            0.056332,             0.15223,            0.051922,             0.30995,             0.51383,             0.40326,             0.22455,            0.048663,             0.13448,            0.051123,            0.008218,            0.008218,            0.008218
                  92,            0.055921,             0.15779,            0.051458,             0.31524,             0.53007,             0.41625,             0.22623,            0.049815,             0.13676,            0.050835,           0.0081982,           0.0081982,           0.0081982
                  93,            0.056427,             0.16166,            0.051145,             0.31745,             0.53429,             0.40936,             0.23475,            0.047591,             0.13211,            0.050592,           0.0081784,           0.0081784,           0.0081784
                  94,            0.054329,             0.15284,            0.050547,             0.31622,             0.54825,              0.4239,             0.25705,            0.046161,             0.13134,            0.050253,           0.0081586,           0.0081586,           0.0081586
                  95,            0.055157,             0.15863,            0.050425,             0.32779,             0.55355,             0.42411,             0.22377,            0.048948,             0.13438,            0.050098,           0.0081388,           0.0081388,           0.0081388
                  96,            0.053757,             0.16345,            0.050292,             0.31516,             0.56396,             0.43545,             0.24811,            0.048867,             0.13145,            0.049878,            0.008119,            0.008119,            0.008119
                  97,            0.055965,             0.15892,            0.050342,             0.33608,             0.55489,             0.44127,             0.24866,            0.047195,             0.13317,            0.049571,           0.0080992,           0.0080992,           0.0080992
                  98,             0.05357,             0.15028,             0.05004,             0.34204,             0.54303,             0.45312,             0.27099,            0.046524,             0.12812,            0.049319,           0.0080794,           0.0080794,           0.0080794
                  99,            0.055445,             0.15868,            0.050123,             0.34224,               0.576,             0.46728,             0.27004,            0.048458,             0.13232,            0.049164,           0.0080596,           0.0080596,           0.0080596
                 100,             0.05666,             0.15861,            0.049838,             0.34818,             0.56005,             0.47187,             0.28492,            0.046677,             0.12998,            0.048885,           0.0080398,           0.0080398,           0.0080398
                 101,            0.055428,              0.1605,            0.049512,             0.34727,             0.58871,              0.4769,              0.2978,            0.045097,             0.13016,            0.048647,             0.00802,             0.00802,             0.00802
                 102,            0.052865,             0.16246,            0.049187,             0.35816,             0.56859,              0.4742,             0.26816,            0.046225,             0.13107,             0.04834,           0.0080002,           0.0080002,           0.0080002
                 103,            0.056218,             0.15907,            0.049431,              0.3688,             0.56894,             0.48457,             0.28303,             0.04584,             0.13054,            0.048093,           0.0079804,           0.0079804,           0.0079804
                 104,            0.051464,             0.14537,            0.048188,             0.34965,             0.58525,             0.49981,              0.2989,            0.045663,              0.1284,            0.047754,           0.0079606,           0.0079606,           0.0079606
                 105,            0.053154,             0.15974,            0.048403,             0.35758,             0.58797,             0.51027,             0.30817,            0.046526,             0.13302,             0.04747,           0.0079408,           0.0079408,           0.0079408
                 106,            0.053483,              0.1579,            0.048301,             0.37379,             0.56958,             0.50862,             0.32116,            0.044919,             0.12688,            0.047255,            0.007921,            0.007921,            0.007921
                 107,             0.05085,             0.14376,            0.047563,             0.37047,             0.58301,              0.5155,             0.31543,            0.046593,             0.13104,            0.047049,           0.0079012,           0.0079012,           0.0079012
                 108,            0.054575,             0.15689,            0.048289,             0.36143,             0.59096,             0.51619,             0.29881,            0.048417,             0.13165,            0.046898,           0.0078814,           0.0078814,           0.0078814
                 109,            0.054691,             0.16008,            0.047778,             0.38387,             0.61185,             0.52856,             0.29336,            0.047442,             0.13202,            0.046642,           0.0078616,           0.0078616,           0.0078616
                 110,            0.051004,             0.15044,            0.046695,             0.37814,             0.60848,             0.53264,             0.31716,            0.046529,             0.13269,            0.046362,           0.0078418,           0.0078418,           0.0078418
                 111,            0.051881,             0.15216,            0.046531,             0.40043,             0.60119,             0.54177,             0.32267,            0.046038,              0.1282,            0.046028,            0.007822,            0.007822,            0.007822
                 112,             0.05351,              0.1521,            0.046879,             0.39503,             0.60006,             0.54129,             0.31879,             0.04735,             0.13241,            0.045763,           0.0078022,           0.0078022,           0.0078022
                 113,            0.055842,             0.15258,            0.046586,             0.41528,             0.60984,             0.55181,             0.30605,            0.047503,             0.13022,            0.045497,           0.0077824,           0.0077824,           0.0077824
                 114,            0.055246,             0.16301,            0.046703,             0.42108,              0.6087,             0.55653,             0.31428,            0.047582,             0.13391,            0.045667,           0.0077626,           0.0077626,           0.0077626
                 115,            0.056478,             0.15741,            0.046104,             0.43055,             0.62505,              0.5638,             0.33853,            0.046395,              0.1291,            0.045126,           0.0077428,           0.0077428,           0.0077428
                 116,            0.053467,             0.14772,            0.045896,             0.43119,             0.61298,             0.56971,             0.33323,            0.047742,             0.12944,            0.044829,            0.007723,            0.007723,            0.007723
                 117,            0.055303,             0.14701,            0.045493,             0.44802,             0.60679,             0.57744,             0.35682,             0.04479,             0.12832,            0.044765,           0.0077032,           0.0077032,           0.0077032
                 118,            0.053877,             0.15239,            0.045437,             0.43202,             0.62213,             0.58825,             0.34971,            0.047271,             0.12914,            0.044444,           0.0076834,           0.0076834,           0.0076834
                 119,            0.053508,             0.14846,            0.044927,             0.44306,             0.62403,             0.59311,             0.34638,            0.045916,             0.12934,            0.044124,           0.0076636,           0.0076636,           0.0076636
                 120,            0.053843,             0.15249,            0.044782,             0.44179,             0.63485,             0.59745,             0.35956,            0.047537,             0.12967,            0.043941,           0.0076438,           0.0076438,           0.0076438
                 121,            0.055991,             0.14655,            0.044831,             0.44707,             0.63444,              0.6047,              0.3403,             0.04716,             0.13005,            0.043799,            0.007624,            0.007624,            0.007624
                 122,             0.05494,             0.15121,            0.044627,             0.45735,             0.63396,             0.61026,             0.35287,             0.04773,             0.13182,            0.043616,           0.0076042,           0.0076042,           0.0076042
                 123,             0.05412,              0.1468,            0.044079,             0.47438,             0.63111,             0.61066,             0.34602,            0.046507,             0.13107,            0.043382,           0.0075844,           0.0075844,           0.0075844
                 124,            0.054758,             0.14851,            0.044102,              0.4741,             0.63353,             0.62361,             0.38699,            0.045736,             0.13108,             0.04325,           0.0075646,           0.0075646,           0.0075646
                 125,            0.053182,              0.1446,            0.043838,             0.48115,             0.64297,             0.63029,             0.36777,            0.046302,             0.12994,            0.042975,           0.0075448,           0.0075448,           0.0075448
                 126,            0.053314,             0.14355,            0.043246,             0.48793,             0.63442,             0.62623,             0.35766,            0.047722,             0.13252,            0.043085,            0.007525,            0.007525,            0.007525
                 127,            0.055036,             0.15974,            0.044055,             0.51368,             0.63818,             0.63494,             0.35426,            0.047345,             0.13251,            0.042535,           0.0075052,           0.0075052,           0.0075052
                 128,            0.051282,             0.15255,            0.042992,             0.50836,             0.62658,             0.63927,              0.3879,            0.047948,             0.12901,            0.042329,           0.0074854,           0.0074854,           0.0074854
                 129,            0.053709,              0.1561,            0.043137,             0.52614,             0.63542,             0.64916,              0.4111,            0.044029,             0.12689,            0.042014,           0.0074656,           0.0074656,           0.0074656
                 130,            0.052658,             0.15049,            0.043081,             0.53074,              0.6185,             0.65881,             0.41808,              0.0448,             0.12478,            0.041702,           0.0074458,           0.0074458,           0.0074458
                 131,            0.052504,              0.1429,            0.041835,             0.54583,             0.62017,             0.66176,             0.38855,            0.047645,             0.13134,            0.041464,            0.007426,            0.007426,            0.007426
                 132,            0.055768,             0.14726,            0.042251,             0.55734,             0.63807,             0.66681,             0.43423,            0.045147,             0.12645,            0.041437,           0.0074062,           0.0074062,           0.0074062
                 133,            0.054832,              0.1543,            0.042578,              0.5707,             0.62697,             0.66109,             0.41404,            0.045713,             0.12876,            0.041135,           0.0073864,           0.0073864,           0.0073864
                 134,            0.052678,             0.15247,            0.041996,             0.56647,             0.62243,             0.66282,             0.41213,            0.045942,             0.12764,            0.041006,           0.0073666,           0.0073666,           0.0073666
                 135,             0.05321,             0.14764,            0.041229,             0.56214,             0.62246,             0.66393,             0.40373,             0.04652,             0.12876,            0.040778,           0.0073468,           0.0073468,           0.0073468
                 136,            0.054734,             0.14831,            0.041394,             0.56154,             0.63774,              0.6757,             0.43968,            0.044818,             0.12781,             0.04054,            0.007327,            0.007327,            0.007327
                 137,            0.053096,             0.15606,            0.041376,             0.56756,             0.61819,             0.67607,             0.40502,            0.046918,             0.12778,            0.040315,           0.0073072,           0.0073072,           0.0073072
                 138,            0.053703,             0.15621,            0.041277,             0.56512,             0.63638,             0.68716,             0.39907,            0.046391,             0.13136,            0.040096,           0.0072874,           0.0072874,           0.0072874
                 139,            0.052288,             0.14947,            0.040165,             0.57678,             0.64421,             0.68837,             0.42416,            0.043859,             0.12655,            0.039912,           0.0072676,           0.0072676,           0.0072676
                 140,            0.051128,             0.14568,            0.040186,              0.5804,             0.66978,             0.69123,             0.43538,             0.04584,             0.12838,            0.039523,           0.0072478,           0.0072478,           0.0072478
                 141,            0.053002,             0.15161,            0.039983,             0.59287,             0.65966,             0.69334,             0.43533,            0.046856,             0.12908,            0.039441,            0.007228,            0.007228,            0.007228
                 142,             0.05378,             0.14385,            0.040465,             0.60622,             0.65309,             0.69436,             0.44582,            0.044157,             0.12731,            0.039185,           0.0072082,           0.0072082,           0.0072082
                 143,            0.052064,             0.14065,            0.040459,             0.60091,             0.64436,             0.68725,             0.41631,              0.0466,             0.13075,            0.038924,           0.0071884,           0.0071884,           0.0071884
                 144,            0.052152,             0.14595,            0.039444,             0.63143,             0.63144,             0.69875,             0.44963,            0.044206,             0.12621,            0.038722,           0.0071686,           0.0071686,           0.0071686
                 145,            0.052971,             0.16397,            0.039907,             0.61406,             0.65003,             0.69198,             0.42424,            0.045791,             0.12975,            0.038516,           0.0071488,           0.0071488,           0.0071488
                 146,            0.054194,             0.14516,            0.039647,             0.62682,              0.6436,             0.70013,             0.44983,            0.045299,             0.12739,            0.038324,            0.007129,            0.007129,            0.007129
                 147,            0.055069,             0.15406,            0.039882,             0.63848,             0.63289,             0.70953,             0.42164,            0.045954,             0.12867,            0.038091,           0.0071092,           0.0071092,           0.0071092
                 148,            0.053564,             0.14419,            0.039011,             0.64891,             0.62877,             0.71093,             0.43633,            0.046292,             0.12854,            0.038109,           0.0070894,           0.0070894,           0.0070894
                 149,             0.05469,             0.14801,             0.03947,             0.64802,             0.64908,             0.71009,             0.44761,            0.044844,             0.12761,            0.037711,           0.0070696,           0.0070696,           0.0070696
                 150,            0.052407,             0.14861,            0.038538,             0.64023,             0.66134,             0.71456,             0.44156,            0.045552,             0.12687,            0.037614,           0.0070498,           0.0070498,           0.0070498
                 151,            0.054206,             0.15458,            0.039024,             0.61154,             0.68632,             0.71819,             0.46494,            0.044953,             0.12712,            0.037182,             0.00703,             0.00703,             0.00703
                 152,            0.052983,             0.14463,            0.038449,             0.64435,             0.66153,             0.72505,             0.45154,            0.046016,             0.12933,            0.037255,           0.0070102,           0.0070102,           0.0070102
                 153,            0.052278,             0.14463,            0.038496,              0.6257,             0.67576,             0.72109,             0.44012,            0.046678,             0.12817,            0.036951,           0.0069904,           0.0069904,           0.0069904
                 154,            0.053872,             0.16137,            0.038185,             0.65185,             0.67759,             0.72991,             0.47741,            0.043398,             0.12573,            0.036914,           0.0069706,           0.0069706,           0.0069706
                 155,            0.052915,             0.15371,            0.038127,             0.65294,             0.67685,              0.7334,             0.45396,              0.0447,             0.12722,            0.036305,           0.0069508,           0.0069508,           0.0069508
                 156,            0.053171,             0.14657,            0.037441,               0.675,             0.67947,             0.73782,             0.45912,            0.046088,             0.12746,            0.036118,            0.006931,            0.006931,            0.006931
                 157,            0.052693,             0.14951,             0.03696,             0.67373,             0.67846,             0.73923,             0.46465,            0.044449,             0.12589,            0.036145,           0.0069112,           0.0069112,           0.0069112
                 158,            0.053448,             0.14601,             0.03727,             0.68201,             0.66799,             0.73384,             0.46036,            0.045505,             0.12653,            0.035971,           0.0068914,           0.0068914,           0.0068914
                 159,            0.052949,             0.15483,            0.038094,             0.65665,             0.67609,              0.7349,             0.47012,            0.044133,             0.12385,            0.035781,           0.0068716,           0.0068716,           0.0068716
                 160,            0.052001,             0.14529,            0.037048,             0.69059,             0.66681,               0.746,             0.47254,            0.044828,             0.12453,            0.035555,           0.0068518,           0.0068518,           0.0068518
                 161,            0.052812,             0.14823,             0.03699,             0.68854,              0.6821,              0.7528,             0.46404,            0.046082,             0.12482,              0.0353,            0.006832,            0.006832,            0.006832
