               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  40,            0.064288,             0.16978,            0.060431,            0.095446,             0.56468,             0.15005,            0.066955,            0.061128,             0.14599,            0.061771,           0.0092278,           0.0092278,           0.0092278
                  41,            0.062188,             0.17144,             0.06046,            0.095201,             0.55713,             0.16032,            0.079562,            0.051487,             0.14019,            0.061578,            0.009208,            0.009208,            0.009208
                  42,            0.063431,             0.17552,            0.060066,             0.10204,             0.61374,              0.1702,            0.084422,            0.052187,              0.1445,            0.061432,           0.0091882,           0.0091882,           0.0091882
                  43,             0.06351,             0.18478,            0.059866,             0.10587,             0.62274,             0.19029,            0.098518,             0.05082,             0.14189,            0.061185,           0.0091684,           0.0091684,           0.0091684
                  44,            0.061251,             0.17873,            0.059845,            0.094074,             0.51768,              0.1726,            0.086223,            0.053064,              0.1427,            0.061011,           0.0091486,           0.0091486,           0.0091486
                  45,            0.063519,             0.18523,            0.059477,             0.10669,             0.62067,             0.20518,            0.095711,            0.053579,             0.14624,            0.060782,           0.0091288,           0.0091288,           0.0091288
                  46,            0.064829,             0.18318,            0.059152,             0.10554,             0.62837,             0.20561,             0.10576,            0.053845,             0.14188,            0.060736,            0.009109,            0.009109,            0.009109
                  47,            0.061108,             0.17181,            0.059412,             0.10225,             0.57514,             0.19655,            0.094869,            0.050362,             0.14158,            0.060443,           0.0090892,           0.0090892,           0.0090892
                  48,            0.061991,             0.18888,            0.058985,             0.10273,             0.57773,             0.21675,               0.117,            0.051601,             0.14014,            0.060278,           0.0090694,           0.0090694,           0.0090694
                  49,            0.059574,              0.1778,            0.058703,             0.10817,             0.62741,             0.23684,             0.12912,             0.04943,              0.1382,            0.059958,           0.0090496,           0.0090496,           0.0090496
                  50,            0.059967,             0.16965,            0.058509,             0.11599,             0.65183,             0.24743,             0.12688,            0.049571,             0.14045,            0.059702,           0.0090298,           0.0090298,           0.0090298
                  51,            0.058318,             0.18455,            0.058319,             0.12129,             0.65926,             0.25394,             0.13161,            0.049931,             0.13872,            0.059601,             0.00901,             0.00901,             0.00901
                  52,            0.061155,             0.16733,            0.058003,             0.11616,             0.66227,             0.25413,             0.12358,            0.051949,             0.13919,            0.059312,           0.0089902,           0.0089902,           0.0089902
                  53,            0.058451,             0.17218,            0.058017,              0.1234,             0.64794,             0.25508,              0.1226,            0.053152,             0.14194,            0.059033,           0.0089704,           0.0089704,           0.0089704
                  54,            0.063003,             0.18154,            0.057438,             0.35156,             0.32535,             0.26078,             0.14871,            0.051471,             0.13914,            0.058736,           0.0089506,           0.0089506,           0.0089506
                  55,            0.060548,             0.17908,            0.057538,             0.36332,             0.32178,             0.26574,             0.10906,            0.052802,             0.14025,            0.058516,           0.0089308,           0.0089308,           0.0089308
                  56,            0.060386,             0.17353,            0.057118,             0.14332,             0.61235,             0.28289,             0.13843,            0.053812,             0.14194,            0.058141,            0.008911,            0.008911,            0.008911
                  57,            0.061597,             0.16074,            0.056871,             0.31718,             0.38775,             0.29443,             0.16012,            0.048484,             0.13551,            0.057742,           0.0088912,           0.0088912,           0.0088912
                  58,             0.06174,             0.18088,            0.056509,             0.12852,             0.55697,             0.23015,              0.1199,            0.051748,             0.13971,            0.057523,           0.0088714,           0.0088714,           0.0088714
                  59,            0.060318,             0.16557,            0.055917,             0.39608,              0.3212,             0.29444,              0.1573,              0.0495,             0.13749,            0.057257,           0.0088516,           0.0088516,           0.0088516
                  60,            0.060159,             0.17455,            0.056009,             0.38526,             0.33361,             0.30579,             0.17323,            0.048507,             0.13515,            0.057001,           0.0088318,           0.0088318,           0.0088318
                  61,            0.059364,             0.17755,            0.055908,             0.19691,             0.53839,             0.28178,             0.13839,            0.051703,             0.14641,            0.056813,            0.008812,            0.008812,            0.008812
                  62,            0.058934,             0.17061,            0.055521,             0.21838,             0.55791,              0.3256,             0.19118,             0.04762,             0.13334,            0.056291,           0.0087922,           0.0087922,           0.0087922
                  63,            0.058291,             0.18332,            0.054734,             0.16241,             0.57835,             0.27412,             0.14003,            0.052225,             0.14111,            0.055806,           0.0087724,           0.0087724,           0.0087724
                  64,            0.059296,             0.16517,            0.054754,             0.18313,             0.57105,             0.31961,             0.17419,            0.051936,             0.13629,            0.055508,           0.0087526,           0.0087526,           0.0087526
                  65,            0.059103,             0.16827,            0.054314,             0.17976,             0.56476,             0.32921,             0.18501,            0.048712,             0.13342,            0.054945,           0.0087328,           0.0087328,           0.0087328
                  66,            0.062712,             0.17098,            0.053874,             0.23053,             0.53691,             0.34593,             0.17182,            0.050929,             0.13814,            0.054707,            0.008713,            0.008713,            0.008713
                  67,            0.059138,             0.17109,            0.053744,             0.22097,             0.51469,             0.36107,              0.1727,            0.050889,             0.13775,            0.054163,           0.0086932,           0.0086932,           0.0086932
                  68,             0.05988,             0.17196,            0.053313,             0.18792,             0.56096,             0.31852,             0.13432,            0.055532,             0.14452,            0.053947,           0.0086734,           0.0086734,           0.0086734
                  69,            0.060109,             0.17094,            0.052505,             0.25962,             0.47091,             0.37145,             0.21129,            0.049054,             0.13934,            0.053522,           0.0086536,           0.0086536,           0.0086536
                  70,            0.059631,               0.168,             0.05249,             0.21894,             0.46869,             0.37253,             0.22334,            0.047558,             0.13206,            0.053091,           0.0086338,           0.0086338,           0.0086338
                  71,            0.060873,              0.1806,            0.052174,             0.28372,             0.51106,             0.39213,             0.19857,            0.049389,             0.13575,            0.052538,            0.008614,            0.008614,            0.008614
                  72,            0.059881,             0.17167,            0.051587,             0.24955,             0.48426,             0.39796,             0.20344,            0.048768,             0.13526,             0.05218,           0.0085942,           0.0085942,           0.0085942
                  73,            0.058029,             0.17263,            0.051137,             0.26816,             0.49983,             0.40895,             0.22561,            0.048383,             0.13409,            0.051759,           0.0085744,           0.0085744,           0.0085744
                  74,            0.061641,             0.16416,            0.050958,             0.26409,             0.51593,             0.40568,             0.19517,            0.053865,             0.13969,            0.051462,           0.0085546,           0.0085546,           0.0085546
                  75,            0.057026,             0.17001,            0.050307,             0.30843,             0.49434,             0.43582,             0.24838,            0.048559,             0.13536,            0.051013,           0.0085348,           0.0085348,           0.0085348
                  76,            0.059704,             0.16883,            0.050254,             0.31755,             0.48545,             0.43691,             0.24505,             0.04761,             0.13373,             0.05072,            0.008515,            0.008515,            0.008515
                  77,            0.057837,             0.15366,            0.049477,             0.32086,             0.49374,              0.4411,             0.25673,            0.047883,             0.13492,            0.050372,           0.0084952,           0.0084952,           0.0084952
                  78,            0.060274,             0.18147,            0.050157,             0.34542,             0.48208,             0.44634,             0.27534,            0.046712,             0.13585,            0.050166,           0.0084754,           0.0084754,           0.0084754
                  79,            0.058187,             0.17326,             0.04987,             0.32814,             0.50083,             0.43196,             0.25301,            0.050524,              0.1351,            0.049791,           0.0084556,           0.0084556,           0.0084556
                  80,            0.058044,             0.16408,            0.049475,             0.36991,             0.49644,             0.46054,             0.28946,            0.045669,             0.13424,            0.049493,           0.0084358,           0.0084358,           0.0084358
                  81,            0.056308,             0.16217,             0.04887,             0.30182,              0.5268,             0.43167,             0.22454,            0.050456,             0.13919,            0.049054,            0.008416,            0.008416,            0.008416
                  82,            0.057182,             0.17102,            0.048381,             0.36394,             0.51596,             0.45566,             0.24174,            0.049874,             0.13504,            0.048843,           0.0083962,           0.0083962,           0.0083962
                  83,            0.056912,             0.15677,            0.047898,             0.36401,             0.52858,             0.48492,             0.28178,            0.048127,             0.13375,            0.048308,           0.0083764,           0.0083764,           0.0083764
                  84,            0.059212,             0.15886,            0.048084,             0.38047,             0.54049,             0.49894,             0.25296,            0.049694,             0.13791,            0.047914,           0.0083566,           0.0083566,           0.0083566
                  85,            0.056941,             0.15836,            0.046832,             0.37378,             0.53805,             0.50295,             0.29775,             0.04723,             0.13129,            0.047598,           0.0083368,           0.0083368,           0.0083368
                  86,            0.059051,              0.1701,            0.047572,             0.38478,             0.52742,             0.49571,             0.28608,            0.046723,             0.13253,            0.047484,            0.008317,            0.008317,            0.008317
                  87,            0.058341,             0.15532,            0.047269,              0.3932,             0.54484,             0.50836,              0.2908,            0.049773,              0.1334,            0.047232,           0.0082972,           0.0082972,           0.0082972
                  88,            0.059778,               0.177,            0.046851,             0.41554,              0.5321,             0.51406,             0.32075,            0.044885,             0.13092,            0.046866,           0.0082774,           0.0082774,           0.0082774
                  89,            0.058443,             0.16831,            0.046625,             0.38358,             0.53796,             0.49038,             0.27954,            0.048904,             0.13342,             0.04655,           0.0082576,           0.0082576,           0.0082576
                  90,            0.060098,             0.17756,            0.045768,             0.40508,             0.55521,             0.52692,             0.29758,            0.049712,             0.13604,            0.046587,           0.0082378,           0.0082378,           0.0082378
                  91,            0.059369,             0.16175,            0.046142,              0.4059,             0.56351,             0.53283,             0.31012,            0.049235,             0.13361,            0.045996,            0.008218,            0.008218,            0.008218
                  92,             0.05893,             0.17176,            0.045709,             0.39409,             0.57407,             0.53699,             0.29445,            0.050274,             0.13314,            0.045873,           0.0081982,           0.0081982,           0.0081982
                  93,            0.057903,             0.16632,             0.04508,             0.41803,             0.56678,             0.55227,             0.34066,            0.045745,             0.13049,            0.045612,           0.0081784,           0.0081784,           0.0081784
                  94,              0.0566,             0.16751,            0.045326,             0.40757,             0.57345,             0.53443,             0.31727,            0.047499,             0.13358,            0.045195,           0.0081586,           0.0081586,           0.0081586
                  95,            0.055763,             0.15776,            0.044083,             0.40722,             0.57011,             0.56465,             0.33193,             0.04641,              0.1299,             0.04493,           0.0081388,           0.0081388,           0.0081388
                  96,            0.057963,             0.16664,            0.044871,             0.43374,             0.56951,             0.56444,             0.35066,            0.046705,             0.13689,            0.044655,            0.008119,            0.008119,            0.008119
                  97,            0.058156,             0.17157,            0.044185,             0.44965,             0.58596,              0.5693,             0.29526,            0.049472,             0.13741,            0.044142,           0.0080992,           0.0080992,           0.0080992
                  98,            0.057032,             0.16055,            0.043197,             0.46367,             0.57484,             0.57834,             0.34845,            0.049358,             0.13363,            0.043936,           0.0080794,           0.0080794,           0.0080794
                  99,             0.05833,             0.16321,            0.043263,             0.46946,              0.5795,              0.5792,             0.33893,            0.048541,             0.13358,            0.043662,           0.0080596,           0.0080596,           0.0080596
                 100,            0.059115,             0.16821,            0.043572,             0.49638,             0.57562,             0.58988,             0.32693,            0.050239,             0.13416,            0.043089,           0.0080398,           0.0080398,           0.0080398
                 101,            0.058413,             0.17801,            0.043571,             0.48122,             0.59009,             0.58086,             0.32381,            0.049272,             0.13451,             0.04292,             0.00802,             0.00802,             0.00802
                 102,             0.06034,             0.16684,            0.043233,             0.50302,             0.58799,             0.59884,             0.36703,             0.04598,             0.13091,            0.042746,           0.0080002,           0.0080002,           0.0080002
                 103,            0.057483,             0.15515,            0.042429,             0.49629,             0.61472,             0.61036,             0.36154,            0.048047,             0.13245,            0.042329,           0.0079804,           0.0079804,           0.0079804
                 104,            0.058348,             0.15672,             0.04189,             0.48863,              0.6097,             0.60414,             0.35907,            0.048297,             0.13154,            0.042073,           0.0079606,           0.0079606,           0.0079606
                 105,            0.056661,             0.16038,            0.042543,             0.51332,             0.62584,             0.62815,             0.36942,            0.047758,             0.13332,            0.041771,           0.0079408,           0.0079408,           0.0079408
                 106,            0.056438,             0.16651,             0.04134,              0.5353,             0.63112,             0.64399,             0.38387,            0.046361,             0.13021,            0.041464,            0.007921,            0.007921,            0.007921
                 107,            0.056079,             0.15746,            0.041723,             0.53264,             0.60749,             0.62793,             0.37267,             0.04749,             0.13004,            0.041217,           0.0079012,           0.0079012,           0.0079012
                 108,            0.057595,             0.16059,             0.04034,             0.52968,              0.6223,             0.63501,             0.38203,            0.048648,             0.13283,            0.041245,           0.0078814,           0.0078814,           0.0078814
                 109,            0.057635,             0.16146,            0.040769,             0.55738,             0.61817,             0.65566,              0.4018,            0.046724,             0.13002,            0.040746,           0.0078616,           0.0078616,           0.0078616
                 110,            0.058088,             0.15776,            0.040616,             0.57961,             0.60523,             0.65858,             0.35914,            0.048996,             0.13322,            0.040434,           0.0078418,           0.0078418,           0.0078418
                 111,            0.056198,             0.15994,            0.040847,             0.58373,             0.60491,             0.64006,             0.37646,             0.04727,             0.13191,            0.040187,            0.007822,            0.007822,            0.007822
                 112,            0.057783,              0.1622,            0.039325,             0.59573,             0.61421,             0.65933,             0.39763,            0.047894,             0.13032,            0.039729,           0.0078022,           0.0078022,           0.0078022
                 113,            0.058069,             0.17337,            0.039756,             0.59338,             0.62552,             0.66859,             0.36348,            0.050049,             0.13316,            0.039445,           0.0077824,           0.0077824,           0.0077824
                 114,            0.058606,             0.16469,            0.038535,             0.59501,             0.61763,             0.67337,             0.41873,            0.045841,             0.12935,             0.03924,           0.0077626,           0.0077626,           0.0077626
                 115,            0.056322,             0.16826,            0.038936,             0.60289,             0.62778,              0.6832,             0.40306,            0.046306,              0.1305,            0.038901,           0.0077428,           0.0077428,           0.0077428
                 116,            0.057522,             0.16251,            0.038255,             0.61092,             0.63866,             0.69221,             0.40102,            0.047217,             0.13064,            0.038699,            0.007723,            0.007723,            0.007723
                 117,            0.057331,             0.16696,            0.039109,             0.58647,             0.65215,             0.69945,             0.42036,            0.046244,             0.13078,            0.038461,           0.0077032,           0.0077032,           0.0077032
                 118,            0.054191,             0.15415,            0.037208,             0.60349,              0.6614,             0.70516,             0.41802,            0.045791,             0.12971,             0.03826,           0.0076834,           0.0076834,           0.0076834
                 119,            0.056358,             0.15512,             0.03784,             0.54293,             0.64499,             0.63239,             0.37931,            0.046844,             0.13194,            0.037733,           0.0076636,           0.0076636,           0.0076636
                 120,             0.05758,              0.1554,            0.037497,             0.63123,             0.64572,             0.70445,             0.42105,            0.047583,             0.13022,            0.037507,           0.0076438,           0.0076438,           0.0076438
                 121,            0.056824,             0.16532,            0.037152,             0.61976,             0.65831,             0.70847,             0.42467,            0.045933,             0.12957,             0.03712,            0.007624,            0.007624,            0.007624
                 122,            0.055937,             0.16181,            0.036268,              0.6324,             0.66473,             0.71499,             0.42173,            0.046529,             0.13183,            0.036795,           0.0076042,           0.0076042,           0.0076042
                 123,            0.056937,             0.15916,            0.035916,             0.65035,             0.66704,             0.72018,             0.44253,            0.047729,             0.12949,            0.036246,           0.0075844,           0.0075844,           0.0075844
                 124,            0.056892,             0.15177,            0.035879,             0.67609,             0.66905,             0.73543,             0.41402,             0.04833,             0.13422,            0.036074,           0.0075646,           0.0075646,           0.0075646
                 125,            0.055327,             0.16591,            0.036141,             0.62298,             0.65385,             0.69912,             0.40467,            0.048996,              0.1332,            0.035863,           0.0075448,           0.0075448,           0.0075448
                 126,            0.056771,             0.15376,            0.035643,              0.6569,             0.64831,             0.72105,             0.42762,            0.047655,             0.13069,            0.035694,            0.007525,            0.007525,            0.007525
                 127,            0.057193,             0.15534,            0.035347,             0.62441,             0.66237,             0.70539,             0.41946,            0.047734,             0.13043,            0.035506,           0.0075052,           0.0075052,           0.0075052
                 128,            0.058116,             0.16401,            0.035404,             0.62076,             0.65827,             0.70122,             0.41563,            0.048008,             0.13277,            0.035369,           0.0074854,           0.0074854,           0.0074854
                 129,            0.055823,             0.16517,            0.035204,             0.66731,             0.68399,             0.75088,             0.46426,            0.045766,             0.12993,            0.034898,           0.0074656,           0.0074656,           0.0074656
                 130,            0.057597,             0.15989,            0.034983,             0.68649,             0.68762,             0.75694,             0.44155,            0.047842,             0.13187,            0.034751,           0.0074458,           0.0074458,           0.0074458
                 131,            0.058397,             0.16162,            0.034642,             0.67815,             0.68809,             0.75561,             0.47195,            0.045371,             0.12752,            0.034602,            0.007426,            0.007426,            0.007426
                 132,            0.058535,             0.15896,            0.033824,             0.71435,             0.66279,             0.75748,             0.49321,            0.044489,             0.12872,            0.034419,           0.0074062,           0.0074062,           0.0074062
                 133,            0.056164,             0.16797,            0.035398,             0.69532,             0.67907,             0.74747,             0.45671,            0.047262,             0.13104,             0.03422,           0.0073864,           0.0073864,           0.0073864
                 134,             0.05567,             0.15777,            0.034392,             0.68535,             0.67907,             0.74835,             0.43857,            0.046196,             0.12899,            0.034197,           0.0073666,           0.0073666,           0.0073666
                 135,            0.055495,             0.15328,            0.034202,             0.64874,              0.6917,             0.72285,             0.44137,            0.046865,             0.13074,            0.033776,           0.0073468,           0.0073468,           0.0073468
                 136,            0.056889,             0.16118,            0.033394,             0.72466,             0.70053,             0.77017,             0.48849,            0.046225,              0.1313,              0.0336,            0.007327,            0.007327,            0.007327
                 137,            0.054999,             0.16064,            0.033274,             0.63681,             0.69698,             0.71688,             0.42363,            0.046714,             0.13415,            0.033245,           0.0073072,           0.0073072,           0.0073072
                 138,            0.055632,             0.16171,            0.032445,             0.71093,             0.71332,             0.77628,             0.49696,            0.045077,             0.12762,            0.033389,           0.0072874,           0.0072874,           0.0072874
                 139,            0.053717,             0.15245,             0.03295,             0.71884,             0.70957,             0.77189,             0.50228,             0.04667,             0.12971,             0.03295,           0.0072676,           0.0072676,           0.0072676
                 140,            0.059047,             0.16429,            0.034546,              0.7301,             0.72836,             0.79179,             0.44939,             0.04834,             0.13249,            0.032769,           0.0072478,           0.0072478,           0.0072478
                 141,            0.054582,             0.16768,            0.033175,              0.7288,             0.73622,             0.79747,             0.48118,            0.045479,             0.13055,            0.032707,            0.007228,            0.007228,            0.007228
                 142,             0.05529,             0.16457,            0.032171,             0.73884,             0.72235,             0.79524,             0.52188,            0.044686,             0.12589,            0.032476,           0.0072082,           0.0072082,           0.0072082
                 143,            0.055821,             0.15446,            0.031735,             0.72581,             0.72739,             0.79333,             0.50222,            0.046106,             0.12928,            0.032375,           0.0071884,           0.0071884,           0.0071884
                 144,            0.056618,             0.15585,             0.03305,              0.7289,             0.72895,             0.79656,             0.50923,            0.045678,             0.12752,            0.032188,           0.0071686,           0.0071686,           0.0071686
                 145,            0.054059,             0.15451,            0.031608,             0.74617,             0.72926,             0.79802,             0.46362,            0.045131,             0.12948,            0.032055,           0.0071488,           0.0071488,           0.0071488
                 146,            0.055019,             0.15609,            0.031823,             0.74403,             0.71959,             0.79815,              0.4896,            0.045752,             0.12805,             0.03181,            0.007129,            0.007129,            0.007129
                 147,            0.055357,             0.15577,            0.031591,             0.72162,             0.74109,             0.80631,             0.49951,            0.046878,             0.12875,            0.031625,           0.0071092,           0.0071092,           0.0071092
                 148,             0.05711,             0.15496,            0.032205,             0.74357,              0.7516,             0.81634,             0.49412,            0.046338,             0.12929,            0.031547,           0.0070894,           0.0070894,           0.0070894
                 149,            0.054241,             0.15046,            0.030619,             0.72421,              0.7457,             0.81561,             0.49575,            0.046396,             0.12994,            0.031522,           0.0070696,           0.0070696,           0.0070696
                 150,            0.055915,             0.15335,            0.031468,             0.73918,             0.75183,             0.82327,             0.51533,            0.045735,             0.12646,            0.031439,           0.0070498,           0.0070498,           0.0070498
                 151,            0.055786,             0.16752,            0.031998,             0.73685,             0.75259,             0.82343,             0.50467,             0.04662,             0.13107,            0.031327,             0.00703,             0.00703,             0.00703
                 152,            0.055035,             0.15238,            0.030876,             0.76654,              0.7422,             0.82174,             0.54528,            0.043766,             0.12849,            0.031135,           0.0070102,           0.0070102,           0.0070102
                 153,            0.054672,             0.15875,            0.030955,             0.73354,             0.76108,             0.81413,             0.45977,            0.047782,             0.13234,             0.03102,           0.0069904,           0.0069904,           0.0069904
                 154,            0.053894,             0.15305,            0.030556,             0.76099,              0.7481,             0.82789,             0.52984,            0.044623,              0.1267,            0.030743,           0.0069706,           0.0069706,           0.0069706
                 155,            0.057121,             0.16991,            0.031258,             0.75568,             0.75909,             0.82041,             0.46967,            0.047554,             0.13268,            0.030666,           0.0069508,           0.0069508,           0.0069508
                 156,            0.056571,             0.16863,            0.030047,             0.77005,             0.77179,             0.83491,             0.50782,            0.045651,             0.12903,            0.030345,            0.006931,            0.006931,            0.006931
                 157,            0.055476,              0.1557,            0.030452,              0.7795,             0.75733,             0.83124,             0.51333,              0.0462,              0.1291,            0.030379,           0.0069112,           0.0069112,           0.0069112
                 158,            0.056128,             0.15414,            0.030593,             0.78473,             0.75515,              0.8329,             0.54106,            0.045561,             0.12808,            0.030357,           0.0068914,           0.0068914,           0.0068914
                 159,            0.054044,             0.15614,            0.030884,             0.78481,              0.7362,              0.8226,              0.5117,            0.045631,             0.12684,            0.030167,           0.0068716,           0.0068716,           0.0068716
                 160,            0.054266,             0.15476,             0.03033,             0.76945,             0.75121,             0.83077,             0.54509,            0.044664,             0.12687,             0.03021,           0.0068518,           0.0068518,           0.0068518
                 161,            0.052744,             0.15571,            0.030084,             0.79884,             0.73209,             0.83228,              0.5379,            0.044619,             0.12527,            0.030038,            0.006832,            0.006832,            0.006832
